order_id,customer_id,product_id,order_date,product_name,product_category,quantity,unit_price,total_price
1103,CUST0045,PROD018,2023-08-12,Running Shoes,Sports,2,90.74,181.48
1104,CUST0173,PROD002,2023-08-19,Dress,Clothing,4,122.57,490.28
1105,CUST0133,PROD022,2023-09-11,Coffee Maker,Home & Kitchen,3,161.64,484.92
1106,CUST0098,PROD006,2023-05-24,Running Shoes,Sports,5,145.61,728.05
1107,CUST0244,PROD042,2023-05-04,Comic Book,Books,2,48.86,97.72
1108,CUST0151,PROD015,2023-12-31,Comic Book,Books,1,65.51,65.51
1109,CUST0243,PROD036,2023-07-27,Jacket,Clothing,3,139.51,418.53
1110,CUST0170,PROD023,2023-09-29,Cookware Set,Home & Kitchen,5,299.09,1495.45
1111,CUST0062,PROD047,2023-12-26,Textbook,Books,2,31.46,62.92
1112,CUST0099,PROD014,2023-04-09,Blender,Home & Kitchen,2,230.58,461.16
1113,CUST0145,PROD007,2023-09-05,Lamp,Home & Kitchen,5,293.68,1468.4
1114,CUST0008,PROD046,2023-04-10,Coffee Maker,Home & Kitchen,3,127.44,382.32
1115,CUST0284,PROD019,2023-10-01,Jacket,Clothing,1,28.19,28.19
1116,CUST0294,PROD019,2023-12-24,Dress,Clothing,1,38.47,38.47
1117,CUST0130,PROD031,2023-08-29,Comic Book,Books,1,33.85,33.85
1118,CUST0028,PROD010,2023-02-28,Tablet,Electronics,5,839.27,4196.35
1119,CUST0061,PROD036,2023-03-18,Running Shoes,Sports,2,35.02,70.04
1120,CUST0268,PROD025,2023-08-02,Water Bottle,Sports,2,200.82,401.64
1121,CUST0157,PROD037,2023-08-19,Textbook,Books,4,70.21,280.84
1122,CUST0107,PROD041,2023-11-14,Smartwatch,Electronics,1,1448.14,1448.14
1123,CUST0283,PROD005,2023-04-19,Blender,Home & Kitchen,2,72.41,144.82
1124,CUST0241,PROD019,2023-03-22,Tablet,Electronics,5,785.65,3928.25
1125,CUST0037,PROD044,2023-01-17,Jacket,Clothing,4,147.25,589.0
1126,CUST0218,PROD008,2023-04-30,Lamp,Home & Kitchen,2,208.52,417.04
1127,CUST0037,PROD004,2023-10-06,Jeans,Clothing,2,183.51,367.02
1128,CUST0148,PROD029,2023-03-26,Lamp,Home & Kitchen,5,232.22,1161.1
1129,CUST0257,PROD035,2023-03-05,Textbook,Books,3,58.98,176.94
1130,CUST0166,PROD039,2023-09-10,Fiction Novel,Books,4,51.86,207.44
1131,CUST0011,PROD049,2023-05-09,Laptop,Electronics,5,497.6,2488.0
1132,CUST0241,PROD034,2023-12-11,Lamp,Home & Kitchen,2,40.86,81.72
1133,CUST0224,PROD041,2023-11-30,Textbook,Books,5,22.7,113.5
1134,CUST0165,PROD043,2023-09-09,Tablet,Electronics,3,652.35,1957.05
1135,CUST0148,PROD043,2023-02-23,Jacket,Clothing,4,94.1,376.4
1136,CUST0130,PROD021,2023-07-25,Yoga Mat,Sports,3,121.88,365.64
1137,CUST0278,PROD030,2023-03-01,Biography,Books,1,67.74,67.74
1138,CUST0256,PROD041,2023-07-31,Smartphone,Electronics,5,873.97,4369.85
1139,CUST0148,PROD029,2023-08-15,Smartphone,Electronics,2,547.17,1094.34
1140,CUST0123,PROD046,2023-12-24,Fiction Novel,Books,5,12.02,60.1
1141,CUST0048,PROD015,2023-03-23,Lamp,Home & Kitchen,4,33.69,134.76
1142,CUST0256,PROD046,2023-02-28,Fiction Novel,Books,2,55.34,110.68
1143,CUST0242,PROD016,2023-05-30,Running Shoes,Sports,4,112.64,450.56
1144,CUST0261,PROD048,2023-08-22,Dumbbells,Sports,5,105.14,525.7
1145,CUST0175,PROD033,2023-03-11,Headphones,Electronics,4,1204.48,4817.92
1146,CUST0297,PROD043,2023-05-17,Headphones,Electronics,5,1143.87,5719.35
1147,CUST0171,PROD036,2023-09-08,Dress,Clothing,3,116.94,350.82
1148,CUST0123,PROD037,2023-10-06,Comic Book,Books,2,75.3,150.6
1149,CUST0196,PROD025,2023-07-16,Dress,Clothing,4,27.86,111.44
1150,CUST0258,PROD038,2023-12-06,Dress,Clothing,2,193.67,387.34
1151,CUST0008,PROD047,2023-06-19,Tablet,Electronics,4,329.63,1318.52
1152,CUST0174,PROD040,2023-03-15,Self-Help Book,Books,3,15.24,45.72
1153,CUST0195,PROD021,2023-12-21,Fiction Novel,Books,5,69.62,348.1
1154,CUST0121,PROD041,2023-11-17,Biography,Books,1,12.51,12.51
1155,CUST0051,PROD049,2023-12-17,Coffee Maker,Home & Kitchen,4,231.63,926.52
1156,CUST0015,PROD003,2023-11-21,Tablet,Electronics,3,416.27,1248.81
1157,CUST0075,PROD016,2023-06-16,Headphones,Electronics,4,666.0,2664.0
1158,CUST0088,PROD012,2023-09-29,Biography,Books,2,57.73,115.46
1159,CUST0255,PROD038,2023-02-10,Cycling Helmet,Sports,2,160.63,321.26
1160,CUST0131,PROD043,2023-03-15,Dress,Clothing,4,134.82,539.28
1161,CUST0038,PROD029,2023-01-05,Textbook,Books,2,57.43,114.86
1162,CUST0129,PROD030,2023-06-26,Running Shoes,Sports,4,165.15,660.6
1163,CUST0122,PROD025,2023-06-04,Dress,Clothing,1,173.6,173.6
1164,CUST0012,PROD043,2023-10-20,Lamp,Home & Kitchen,3,109.89,329.67
1165,CUST0255,PROD019,2023-07-22,Blender,Home & Kitchen,1,182.8,182.8
1166,CUST0129,PROD044,2023-04-28,Running Shoes,Sports,2,66.47,132.94
1167,CUST0159,PROD029,2023-12-04,T-Shirt,Clothing,1,182.61,182.61
1168,CUST0152,PROD021,2023-01-18,Running Shoes,Sports,1,187.1,187.1
1169,CUST0188,PROD034,2023-08-01,Jeans,Clothing,5,43.79,218.95
1170,CUST0152,PROD048,2023-09-14,Coffee Maker,Home & Kitchen,4,99.38,397.52
1171,CUST0116,PROD044,2023-06-23,Tablet,Electronics,2,1451.76,2903.52
1172,CUST0008,PROD017,2023-12-12,Biography,Books,4,35.6,142.4
1173,CUST0300,PROD025,2023-10-02,Tablet,Electronics,3,679.16,2037.48
1174,CUST0013,PROD040,2023-11-23,Blender,Home & Kitchen,4,212.21,848.84
1175,CUST0238,PROD045,2023-10-15,Lamp,Home & Kitchen,1,89.77,89.77
1176,CUST0156,PROD032,2023-06-04,Fiction Novel,Books,1,19.78,19.78
1177,CUST0199,PROD030,2023-03-01,Smartphone,Electronics,2,1353.44,2706.88
1178,CUST0213,PROD042,2023-07-09,Cycling Helmet,Sports,2,153.02,306.04
1179,CUST0017,PROD045,2023-02-20,Biography,Books,3,38.57,115.71
1180,CUST0186,PROD007,2023-07-09,Dress,Clothing,2,100.05,200.1
1181,CUST0032,PROD026,2023-12-18,Lamp,Home & Kitchen,3,273.46,820.38
1182,CUST0047,PROD043,2023-05-22,T-Shirt,Clothing,4,190.82,763.28
1183,CUST0125,PROD009,2023-04-19,Yoga Mat,Sports,3,26.89,80.67
1184,CUST0107,PROD038,2023-10-17,T-Shirt,Clothing,5,169.37,846.85
1185,CUST0002,PROD018,2023-04-21,Jacket,Clothing,5,159.39,796.95
1186,CUST0057,PROD043,2023-03-16,Sneakers,Clothing,2,65.12,130.24
1187,CUST0166,PROD002,2023-01-14,T-Shirt,Clothing,2,84.48,168.96
1188,CUST0270,PROD008,2023-03-31,Blender,Home & Kitchen,4,64.22,256.88
1189,CUST0056,PROD029,2023-02-02,Comic Book,Books,5,64.46,322.3
1190,CUST0155,PROD030,2023-09-15,Sneakers,Clothing,5,27.81,139.05
1191,CUST0219,PROD044,2023-11-26,Laptop,Electronics,4,1498.16,5992.64
1192,CUST0165,PROD039,2023-02-25,Comic Book,Books,1,15.14,15.14
1193,CUST0281,PROD046,2023-03-17,Smartphone,Electronics,5,557.52,2787.6
1194,CUST0259,PROD039,2023-06-16,Biography,Books,4,47.14,188.56
1195,CUST0111,PROD028,2023-08-09,Laptop,Electronics,5,1308.63,6543.15
1196,CUST0205,PROD027,2023-08-20,Dress,Clothing,4,81.01,324.04
1197,CUST0192,PROD010,2023-02-18,Cookware Set,Home & Kitchen,3,114.38,343.14
1198,CUST0048,PROD028,2023-12-18,Fiction Novel,Books,1,16.39,16.39
1199,CUST0288,PROD036,2023-02-19,Coffee Maker,Home & Kitchen,5,180.22,901.1
1200,CUST0027,PROD019,2023-06-18,Tablet,Electronics,4,659.68,2638.72
1201,CUST0109,PROD010,2023-11-04,Vacuum,Home & Kitchen,5,57.97,289.85
1202,CUST0285,PROD024,2023-12-03,Self-Help Book,Books,3,69.31,207.93
1203,CUST0288,PROD050,2023-02-28,Lamp,Home & Kitchen,4,91.06,364.24
1204,CUST0015,PROD012,2023-11-15,Water Bottle,Sports,3,21.17,63.51
1205,CUST0074,PROD037,2023-05-20,Vacuum,Home & Kitchen,2,124.78,249.56
1206,CUST0047,PROD048,2023-12-03,Fiction Novel,Books,1,19.93,19.93
1207,CUST0081,PROD024,2023-09-29,Dress,Clothing,3,95.57,286.71
1208,CUST0080,PROD011,2023-06-09,Lamp,Home & Kitchen,1,190.98,190.98
1209,CUST0249,PROD039,2023-11-13,Laptop,Electronics,4,553.73,2214.92
1210,CUST0059,PROD023,2023-08-15,Textbook,Books,5,25.09,125.45
1211,CUST0250,PROD034,2023-08-09,Headphones,Electronics,5,1081.68,5408.4
1212,CUST0029,PROD001,2023-12-08,Blender,Home & Kitchen,5,89.54,447.7
1213,CUST0149,PROD021,2023-04-15,Coffee Maker,Home & Kitchen,3,237.18,711.54
1214,CUST0067,PROD025,2023-03-03,Tablet,Electronics,2,1171.12,2342.24
1215,CUST0037,PROD026,2023-09-30,Sneakers,Clothing,3,120.57,361.71
1216,CUST0161,PROD037,2023-01-22,Fiction Novel,Books,1,42.18,42.18
1217,CUST0149,PROD008,2023-08-08,Cycling Helmet,Sports,4,181.73,726.92
1218,CUST0236,PROD045,2023-07-27,Headphones,Electronics,5,423.44,2117.2
1219,CUST0224,PROD038,2023-07-05,Tablet,Electronics,2,1297.83,2595.66
1220,CUST0174,PROD015,2023-07-25,Yoga Mat,Sports,3,108.01,324.03
1221,CUST0272,PROD033,2023-06-20,T-Shirt,Clothing,1,111.89,111.89
1222,CUST0121,PROD007,2023-04-10,Vacuum,Home & Kitchen,2,226.39,452.78
1223,CUST0039,PROD012,2023-03-16,Coffee Maker,Home & Kitchen,2,76.84,153.68
1224,CUST0230,PROD044,2023-11-18,Comic Book,Books,5,62.81,314.05
1225,CUST0078,PROD029,2023-10-17,Running Shoes,Sports,3,218.1,654.3
1226,CUST0029,PROD023,2023-02-04,Comic Book,Books,3,54.2,162.6
1227,CUST0030,PROD024,2023-09-17,Headphones,Electronics,1,800.27,800.27
1228,CUST0197,PROD030,2023-05-27,Laptop,Electronics,5,999.51,4997.55
1229,CUST0097,PROD021,2023-10-25,Yoga Mat,Sports,5,120.69,603.45
1230,CUST0231,PROD007,2023-11-06,Biography,Books,1,20.56,20.56
1231,CUST0127,PROD046,2023-06-25,Smartwatch,Electronics,1,1039.97,1039.97
1232,CUST0187,PROD024,2023-08-13,Biography,Books,2,46.59,93.18
1233,CUST0027,PROD041,2023-05-25,Comic Book,Books,5,64.21,321.05
1234,CUST0198,PROD019,2023-11-28,Blender,Home & Kitchen,5,119.02,595.1
1235,CUST0073,PROD023,2023-05-10,Dumbbells,Sports,5,93.34,466.7
1236,CUST0159,PROD036,2023-06-08,Self-Help Book,Books,1,51.65,51.65
1237,CUST0048,PROD042,2023-07-12,Coffee Maker,Home & Kitchen,5,210.93,1054.65
1238,CUST0159,PROD012,2023-12-10,Biography,Books,3,35.33,105.99
1239,CUST0080,PROD005,2023-04-20,Cookware Set,Home & Kitchen,2,81.84,163.68
1240,CUST0020,PROD043,2023-06-01,Smartwatch,Electronics,5,1202.14,6010.7
1241,CUST0084,PROD012,2023-06-22,Dumbbells,Sports,2,155.35,310.7
1242,CUST0211,PROD024,2023-12-21,Dumbbells,Sports,1,184.48,184.48
1243,CUST0120,PROD035,2023-12-13,Dress,Clothing,4,129.91,519.64
1244,CUST0189,PROD044,2023-05-03,Cookware Set,Home & Kitchen,2,274.07,548.14
1245,CUST0258,PROD034,2023-10-20,Comic Book,Books,4,63.86,255.44
1246,CUST0129,PROD004,2023-08-03,Jeans,Clothing,2,164.23,328.46
1247,CUST0265,PROD008,2023-11-25,Textbook,Books,1,48.82,48.82
1248,CUST0076,PROD028,2023-05-26,Smartphone,Electronics,5,554.63,2773.15
1249,CUST0213,PROD004,2023-02-16,Dress,Clothing,1,179.23,179.23
1250,CUST0192,PROD015,2023-07-22,Running Shoes,Sports,1,70.41,70.41
1251,CUST0075,PROD009,2023-01-15,Blender,Home & Kitchen,3,256.58,769.74
1252,CUST0241,PROD029,2023-01-20,Cookware Set,Home & Kitchen,2,217.94,435.88
1253,CUST0077,PROD036,2023-11-12,Laptop,Electronics,2,224.71,449.42
1254,CUST0122,PROD020,2023-11-08,Cycling Helmet,Sports,3,41.13,123.39
1255,CUST0235,PROD005,2023-03-04,Smartphone,Electronics,5,745.77,3728.85
1256,CUST0295,PROD016,2023-02-26,Biography,Books,5,47.52,237.6
1257,CUST0124,PROD037,2023-03-15,Cookware Set,Home & Kitchen,3,30.42,91.26
1258,CUST0035,PROD034,2023-08-02,T-Shirt,Clothing,3,114.23,342.69
1259,CUST0241,PROD003,2023-10-06,Water Bottle,Sports,4,145.23,580.92
1260,CUST0183,PROD005,2023-11-22,Textbook,Books,1,27.76,27.76
1261,CUST0069,PROD003,2023-06-26,T-Shirt,Clothing,3,158.87,476.61
1262,CUST0238,PROD045,2023-06-30,Running Shoes,Sports,2,206.17,412.34
1263,CUST0019,PROD019,2023-09-03,Jeans,Clothing,4,31.36,125.44
1264,CUST0159,PROD033,2023-04-14,Smartphone,Electronics,3,1351.53,4054.59
1265,CUST0147,PROD023,2023-07-23,Cycling Helmet,Sports,2,74.53,149.06
1266,CUST0224,PROD026,2023-01-25,Vacuum,Home & Kitchen,3,63.61,190.83
1267,CUST0255,PROD024,2023-08-14,Textbook,Books,4,78.16,312.64
1268,CUST0221,PROD039,2023-09-23,Blender,Home & Kitchen,1,226.31,226.31
1269,CUST0168,PROD043,2023-04-03,Running Shoes,Sports,1,90.48,90.48
1270,CUST0086,PROD045,2023-06-01,Cookware Set,Home & Kitchen,4,192.71,770.84
1271,CUST0223,PROD018,2023-08-16,Cookware Set,Home & Kitchen,3,41.44,124.32
1272,CUST0187,PROD033,2023-11-24,Laptop,Electronics,4,1072.54,4290.16
1273,CUST0225,PROD003,2023-12-14,T-Shirt,Clothing,5,45.7,228.5
1274,CUST0186,PROD025,2023-03-06,Smartphone,Electronics,3,1212.07,3636.21
1275,CUST0190,PROD024,2023-10-18,Smartwatch,Electronics,4,399.47,1597.88
1276,CUST0204,PROD021,2023-08-16,Smartwatch,Electronics,3,379.0,1137.0
1277,CUST0096,PROD032,2023-11-29,Coffee Maker,Home & Kitchen,1,289.34,289.34
1278,CUST0229,PROD014,2023-09-23,Biography,Books,3,18.24,54.72
1279,CUST0038,PROD029,2023-11-10,Cookware Set,Home & Kitchen,2,84.05,168.1
1280,CUST0178,PROD046,2023-03-30,Fiction Novel,Books,3,66.74,200.22
1281,CUST0081,PROD046,2023-02-03,Water Bottle,Sports,3,83.24,249.72
1282,CUST0103,PROD009,2023-12-30,Jacket,Clothing,1,111.58,111.58
1283,CUST0189,PROD030,2023-05-02,Fiction Novel,Books,5,35.26,176.3
1284,CUST0159,PROD026,2023-10-10,Sneakers,Clothing,1,179.16,179.16
1285,CUST0038,PROD009,2023-09-03,Cycling Helmet,Sports,5,195.75,978.75
1286,CUST0177,PROD009,2023-06-12,Tablet,Electronics,5,805.58,4027.9
1287,CUST0222,PROD033,2023-10-10,Dumbbells,Sports,2,195.43,390.86
1288,CUST0083,PROD021,2023-01-29,Smartwatch,Electronics,2,398.92,797.84
1289,CUST0146,PROD006,2023-12-30,Jacket,Clothing,5,190.55,952.75
1290,CUST0274,PROD006,2023-05-09,Sneakers,Clothing,3,69.4,208.2
1291,CUST0088,PROD043,2023-09-15,Sneakers,Clothing,2,189.49,378.98
1292,CUST0022,PROD002,2023-11-16,Running Shoes,Sports,5,212.99,1064.95
1293,CUST0293,PROD027,2023-02-11,Smartwatch,Electronics,2,544.05,1088.1
1294,CUST0149,PROD042,2023-11-13,Tablet,Electronics,5,1355.7,6778.5
1295,CUST0153,PROD030,2023-06-04,Self-Help Book,Books,4,66.33,265.32
1296,CUST0238,PROD014,2023-02-07,Smartphone,Electronics,4,771.49,3085.96
1297,CUST0177,PROD026,2023-06-24,Dumbbells,Sports,3,88.46,265.38
1298,CUST0124,PROD030,2023-03-08,Lamp,Home & Kitchen,3,181.65,544.95
1299,CUST0026,PROD019,2023-03-04,Cookware Set,Home & Kitchen,1,96.94,96.94
1300,CUST0168,PROD037,2023-07-16,Cycling Helmet,Sports,2,73.34,146.68
1301,CUST0240,PROD032,2023-06-10,Jeans,Clothing,5,109.69,548.45
1302,CUST0259,PROD030,2023-06-07,Fiction Novel,Books,4,16.3,65.2
1303,CUST0145,PROD032,2023-05-04,Sneakers,Clothing,1,83.52,83.52
1304,CUST0221,PROD009,2023-11-02,Textbook,Books,1,47.57,47.57
1305,CUST0027,PROD037,2023-05-16,Cookware Set,Home & Kitchen,4,128.8,515.2
1306,CUST0198,PROD033,2023-10-15,Jacket,Clothing,1,119.58,119.58
1307,CUST0061,PROD009,2023-08-19,Running Shoes,Sports,5,208.95,1044.75
1308,CUST0286,PROD024,2023-02-19,Textbook,Books,3,65.64,196.92
1309,CUST0021,PROD003,2023-03-15,Sneakers,Clothing,5,111.64,558.2
1310,CUST0234,PROD010,2023-01-20,Jacket,Clothing,5,164.71,823.55
1311,CUST0164,PROD011,2023-11-07,Dumbbells,Sports,5,92.07,460.35
1312,CUST0261,PROD035,2023-07-21,Running Shoes,Sports,5,154.53,772.65
1313,CUST0189,PROD022,2023-09-08,Running Shoes,Sports,1,126.6,126.6
1314,CUST0243,PROD017,2023-12-11,Tablet,Electronics,1,958.81,958.81
1315,CUST0299,PROD031,2023-12-02,Water Bottle,Sports,1,68.47,68.47
1316,CUST0076,PROD044,2023-03-29,Water Bottle,Sports,4,197.03,788.12
1317,CUST0098,PROD002,2023-05-05,Smartwatch,Electronics,1,1432.67,1432.67
1318,CUST0211,PROD033,2023-08-14,Cookware Set,Home & Kitchen,2,70.89,141.78
1319,CUST0107,PROD036,2023-11-10,Fiction Novel,Books,5,59.4,297.0
1320,CUST0236,PROD035,2023-06-16,Biography,Books,2,36.38,72.76
1321,CUST0248,PROD013,2023-06-25,Running Shoes,Sports,3,173.83,521.49
1322,CUST0148,PROD046,2023-05-07,Lamp,Home & Kitchen,3,110.59,331.77
1323,CUST0141,PROD019,2023-04-17,Textbook,Books,5,43.59,217.95
1324,CUST0177,PROD050,2023-03-04,Water Bottle,Sports,4,104.23,416.92
1325,CUST0178,PROD029,2023-03-16,Blender,Home & Kitchen,1,107.66,107.66
1326,CUST0139,PROD036,2023-12-02,Cookware Set,Home & Kitchen,5,87.78,438.9
